final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
15575,content_ef5bb1b83326,client_a88a7902cb,52.95708382986556,random_forest,0.6672357639233482,0.2023991181505102,low,refresh,declining_with_demand|model_decline_risk,1,185,1,7,18.3,0.54,95,8,3081.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,low,striking
15576,content_93581fd5cdfe,client_bbb965ab0c,52.954351854714545,random_forest,0.5509828051106032,0.4554594534509637,low,refresh,low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,0,3267,11,70,20.5,0.34,90,15,3165.0,up,HIGH,keyword article,commercial,31-90,0-30,2000-3500,good,page_3_5
15577,content_e61c4bc0b47f,client_6208ef0f77,52.953448925191395,random_forest,0.445377035480672,0.6853920192936507,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,3227,45,83,13.2,1.39,223,104,6460.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,good,striking
15578,content_3d4f425c1828,client_4e07408562,52.95238737420418,random_forest,0.4099190684615686,0.7625700935,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,16658,86,53,12.2,0.52,230,25,2900.0,up,LOW,keyword article,informational,181-365,0-30,2000-3500,good,striking
15579,content_d2436405f394,client_4e07408562,52.95188166147601,random_forest,0.590968635266982,0.3683119174546485,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,1117,2,2,7.0,0.18,347,7,2790.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,moderate,page_1
15580,content_ff131dc63405,client_e629fa6598,52.95152880303117,random_forest,0.5421935202450188,0.4745106430555555,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,536,0,10,8.0,0.0,490,22,0.0,down,LOW,keyword article,transactional,365+,0-30,unknown,moderate,page_1
15581,content_a51c06f02d46,client_bbb965ab0c,52.949549476253644,random_forest,0.5901828871523618,0.3699503655,low,refresh,general_refresh_review|visible_model_opportunity,0,1670,0,2,50.6,0.0,131,20,2479.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,deep
15582,content_b484c8b5ec41,client_19581e27de,52.9494828064652,random_forest,0.491496040942436,0.5848427217120181,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,1566,4,22,7.8,0.26,441,22,0.0,down,LOW,keyword article,commercial,365+,0-30,unknown,moderate,page_1
15583,content_142c4c729fa4,client_6208ef0f77,52.94879530851628,random_forest,0.5973087605814008,0.3544100396740362,low,monitor,general_refresh_review,1,28,0,1,19.3,0.0,236,104,5504.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,low,striking
15584,content_c99dc15ae5b9,client_a88a7902cb,52.94436859536936,random_forest,0.5946366237219906,0.3600910163401361,low,refresh,declining_with_demand,1,116,0,1,18.9,0.0,144,28,4016.0,down,LOW,keyword article,commercial,91-180,0-30,3500+,low,striking
15585,content_e33a3a31d1ba,client_19581e27de,52.941843778073185,random_forest,0.4840525901105762,0.600813491638322,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,1188,3,11,18.9,0.25,236,104,0.0,up,LOW,keyword article,commercial,181-365,91-180,unknown,moderate,striking
15586,content_a98a1c3c7da9,client_19581e27de,52.94182798058349,random_forest,0.4769949088822776,0.6161813744614513,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,2129,7,23,8.1,0.33,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
15587,content_d728f675ea22,client_3fdba35f04,52.94132856120014,random_forest,0.5930378240195385,0.3634778961607142,low,monitor,general_refresh_review,0,30,0,8,17.8,0.0,174,104,1478.0,stable,LOW,keyword article,informational,91-180,91-180,1000-2000,low,striking
15588,content_6e5c5cea8535,client_19581e27de,52.938901789625525,random_forest,0.4337763804224873,0.7102003671485261,low,monitor,general_refresh_review,0,4125,8,11,20.4,0.19,330,104,0.0,up,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_3_5
15589,content_3025cbd08dc0,client_d029fa3a95,52.93842738934404,random_forest,0.6574977331592023,0.2230236984481292,low,refresh,declining_with_demand|model_decline_risk,1,187,0,5,9.1,0.0,148,8,2006.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_1
15590,content_13bbb8906b4b,client_349c41201b,52.93680008151508,random_forest,0.4539735488009049,0.6661548713905895,low,monitor,general_refresh_review,0,13800,107,113,8.1,0.78,168,20,4212.0,stable,LOW,keyword article,commercial,91-180,0-30,3500+,good,page_1
15591,content_a20c25627ed7,client_4e07408562,52.936440268541716,random_forest,0.3798795594905513,0.8274862101156463,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,89007,103,78,8.1,0.12,445,25,2752.0,down,LOW,keyword article,commercial,365+,0-30,2000-3500,excellent,page_1
15592,content_9351f948bf45,client_19581e27de,52.93603356311254,random_forest,0.3327691031909863,0.9300584018140589,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,51233,450,386,2.0,0.88,313,104,0.0,stable,LOW,keyword article,commercial,181-365,91-180,unknown,excellent,top_3
15593,content_9f95a9e751be,client_bbb965ab0c,52.93575120765642,random_forest,0.6153735261179151,0.3146675410714286,low,refresh,declining_with_demand|visible_model_opportunity,1,704,1,3,48.1,0.14,120,20,2667.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,moderate,page_3_5
15594,content_7b604f1d6c64,client_6208ef0f77,52.93525429186432,random_forest,0.4003036598639515,0.7829750474438776,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,7482,85,184,6.0,1.14,287,104,6786.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,good,page_1
15595,content_f6ad3fe91858,client_a88a7902cb,52.93462939147106,random_forest,0.6153672893044942,0.3146462248571428,low,refresh,declining_with_demand,1,296,10,10,20.3,3.38,119,20,2797.0,down,LOW,keyword article,commercial,91-180,0-30,2000-3500,low,page_3_5
15596,content_5b4034650f3f,client_f369cb89fc,52.93426403742809,random_forest,0.6569179567849786,0.2241566716734694,low,refresh,general_refresh_review|model_decline_risk,1,39,0,2,13.1,0.0,181,20,2524.0,down,HIGH,keyword article,transactional,181-365,0-30,2000-3500,low,striking
15597,content_7893f744fdaa,client_f74efabef1,52.93012434309644,random_forest,0.6429051781812586,0.2545412635,low,refresh,declining_with_demand,1,274,0,3,65.0,0.0,92,20,2732.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,deep
15598,content_f7875bf9d834,client_f369cb89fc,52.92965834114581,random_forest,0.6800082235154297,0.1737334488894558,low,refresh,general_refresh_review|model_decline_risk,1,87,0,1,12.5,0.0,141,8,2770.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
15599,content_6f28f08df7bf,client_6208ef0f77,52.9290192947885,random_forest,0.4469777822010095,0.6811463817859976,low,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,6916,32,185,28.8,0.46,300,104,5739.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,good,page_3_5
15600,content_40562a769116,client_6208ef0f77,52.927111046523876,random_forest,0.4176391323426853,0.744973067047619,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,40198,89,320,29.7,0.22,300,104,7495.0,stable,LOW,keyword article,transactional,181-365,91-180,3500+,excellent,page_3_5
15601,content_dc7af5f5be33,client_19581e27de,52.92605628564142,random_forest,0.3652448699489736,0.8590307916666666,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,13061,46,62,5.9,0.35,329,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
15602,content_9e9ce744212b,client_6208ef0f77,52.92544058544991,random_forest,0.4233645722755171,0.7324537356292518,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,4045,31,291,5.8,0.77,236,104,6990.0,stable,LOW,keyword article,transactional,181-365,91-180,3500+,good,page_1
15603,content_69f9be07d08d,client_19581e27de,52.923023238635224,random_forest,0.4734708472249517,0.6232701830215419,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,2234,3,42,7.5,0.13,482,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
15604,content_3bf1094586f5,client_6208ef0f77,52.92296490489772,random_forest,0.4578956080151825,0.657184055063492,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,3110,33,111,19.9,1.06,236,104,6810.0,up,MEDIUM,keyword article,informational,181-365,91-180,3500+,good,striking
15605,content_db66bf6956f4,client_19581e27de,52.91874392181537,random_forest,0.400001786021663,0.7831187898526076,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,4302,30,63,2.8,0.7,329,104,0.0,up,LOW,keyword article,transactional,181-365,91-180,unknown,good,top_3
15606,content_24d6038cc898,client_19581e27de,52.91695222182449,random_forest,0.4856679102961155,0.5965217503968254,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,1720,3,43,7.3,0.17,482,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
15607,content_efffac04e8e8,client_6208ef0f77,52.91678724543139,random_forest,0.6228474237275207,0.2978029143571428,low,refresh,general_refresh_review|visible_model_opportunity,0,1024,3,22,30.9,0.29,104,8,3574.0,stable,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_3_5
15608,content_eca3088b610c,client_3fdba35f04,52.91480051628811,random_forest,0.610069008399334,0.3255666061264172,low,monitor,general_refresh_review,0,19,0,1,45.7,0.0,165,104,1273.0,up,MEDIUM,keyword article,informational,91-180,91-180,1000-2000,low,page_3_5
15609,content_d8952d1662d5,client_6208ef0f77,52.91248673261963,random_forest,0.4173761807047528,0.7450907257103173,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,13819,43,215,23.4,0.31,211,104,5173.0,stable,LOW,keyword article,commercial,181-365,91-180,3500+,good,page_3_5
15610,content_97ae9323b22f,client_f369cb89fc,52.91180302223469,random_forest,0.6235076474182052,0.2962102039965987,low,refresh,declining_with_demand,1,139,2,4,1.5,1.44,126,20,2956.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,top_3
15611,content_754f60740fb5,client_8527a891e2,52.911366163646846,random_forest,0.5955830424397194,0.3570035233038549,low,monitor,page_one_decay_risk,1,56,0,7,4.9,0.0,237,103,1541.0,down,LOW,keyword article,informational,181-365,91-180,1000-2000,low,page_1
15612,content_f32075f27d8f,client_f74efabef1,52.91124093221712,random_forest,0.6049996338524022,0.3364946350994898,low,monitor,general_refresh_review,0,401,2,3,21.0,0.5,97,20,2681.0,stable,MEDIUM,keyword article,commercial,91-180,0-30,2000-3500,moderate,page_3_5
15613,content_3b0a456d764d,client_19581e27de,52.911103493107845,random_forest,0.4278889703922673,0.722155689569161,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,3644,4,121,14.5,0.11,362,104,0.0,down,LOW,keyword article,informational,181-365,91-180,unknown,good,striking
15614,content_c91736b0806e,client_19581e27de,52.90896624439429,random_forest,0.4491355624334056,0.6758239275510205,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,4225,3,25,10.2,0.07,482,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,good,striking
15615,content_9fed098bfd92,client_19581e27de,52.90649763143328,random_forest,0.4271758945578611,0.7235651620731293,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,35308,45,65,6.8,0.13,330,20,2796.0,up,LOW,keyword article,transactional,181-365,0-30,2000-3500,excellent,page_1
15616,content_bd55a3c4881b,client_8527a891e2,52.90287618871419,random_forest,0.6115556880611491,0.321958365218254,low,refresh,general_refresh_review|visible_model_opportunity,0,870,0,1,48.4,0.0,275,20,3472.0,up,LOW,keyword article,informational,181-365,0-30,2000-3500,moderate,page_3_5
15617,content_bffcab72e1d5,client_9400f1b21c,52.90285962733164,random_forest,0.6020283197561437,0.3427040635487528,low,refresh,declining_with_demand,1,304,2,3,11.1,0.66,557,20,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,striking
15618,content_6dd1a3dcd99e,client_6208ef0f77,52.90257343279288,random_forest,0.4218387492983567,0.7350649298253968,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,7844,40,355,18.5,0.51,223,104,5124.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,good,striking
15619,content_ba1816e329f1,client_4ec9599fc2,52.90101957622102,random_forest,0.3752963491492799,0.8363644720238096,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,11175,18,75,8.7,0.16,445,104,0.0,stable,LOW,keyword article,informational,365+,91-180,unknown,good,page_1
15620,content_297fb35a890c,client_a88a7902cb,52.90020575209336,random_forest,0.5767691562105868,0.397624314612245,low,refresh,declining_with_demand|visible_model_opportunity,1,697,7,9,12.7,1.0,98,20,3169.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,moderate,striking
15621,content_407860da8b15,client_bbb965ab0c,52.900052728521885,random_forest,0.6517851393765907,0.2342693453905896,low,refresh,general_refresh_review|model_decline_risk,0,153,0,5,46.8,0.0,90,20,2628.0,up,LOW,keyword article,commercial,31-90,0-30,2000-3500,low,page_3_5
15622,content_14aafe2db8dc,client_6208ef0f77,52.89993721700832,random_forest,0.4373144350833595,0.7012840179940476,low,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,4792,63,136,17.9,1.31,300,104,5308.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,good,striking
15623,content_6f35a935faca,client_4e07408562,52.89662848228571,random_forest,0.6020140891717627,0.3425412146303855,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,996,2,6,9.3,0.2,421,5,3112.0,down,LOW,keyword article,informational,365+,0-30,2000-3500,moderate,page_1
15624,content_8d8fda6bc171,client_624b60c58c,52.895555297246545,random_forest,0.5863724828802325,0.376568033877551,low,monitor,page_one_decay_risk,1,36,0,3,6.4,0.0,252,104,3579.0,down,unknown,feedly article,unknown,181-365,91-180,3500+,low,page_1
15625,content_36d97c9bb0d4,client_e629fa6598,52.89377301909756,random_forest,0.4735045293509247,0.6222869319444444,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,2288,8,26,8.5,0.35,460,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_1
15626,content_f0249ec9a691,client_19581e27de,52.893458280506486,random_forest,0.369617894114131,0.8484943133219955,low,refresh_and_review_engagement,declining_with_demand|page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,1,9667,83,84,3.7,0.86,329,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
15627,content_c57858497a6c,client_b4944c6ff0,52.892794803473066,random_forest,0.5861733371394536,0.376915808840136,low,refresh,low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,0,540,2,7,13.5,0.37,112,20,2752.0,up,HIGH,keyword article,commercial,91-180,0-30,2000-3500,moderate,striking
15628,content_4e750fdb3cb5,client_19581e27de,52.892468973692665,random_forest,0.4441075261395009,0.6862594792517007,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,16971,25,122,7.6,0.15,480,20,3094.0,down,MEDIUM,keyword article,informational,365+,0-30,2000-3500,good,page_1
15629,content_7cddffe05038,client_8b940be7fb,52.89233703189947,random_forest,0.4661609645065311,0.6382331585850339,low,monitor,low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,38011,127,54,3.7,0.33,91,7,3200.0,up,LOW,keyword article,transactional,91-180,0-30,2000-3500,excellent,page_1
15630,content_067ca41ddb70,client_bbb965ab0c,52.892288648173476,random_forest,0.6185458113313042,0.306407747047619,low,monitor,general_refresh_review,0,297,1,4,24.7,0.34,131,20,2807.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
15631,content_e9a09103b376,client_19581e27de,52.88935018801377,random_forest,0.4829388564610987,0.6016057351473922,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|ctr_review_candidate,1,1066,0,23,14.8,0.0,313,104,0.0,down,LOW,keyword article,transactional,181-365,91-180,unknown,moderate,striking
15632,content_94c0ea004c87,client_19581e27de,52.88850647431038,random_forest,0.3902648745350551,0.8033806744331067,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,28096,48,210,9.0,0.17,482,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,good,page_1
15633,content_c1874fd4994a,client_19581e27de,52.887896790470535,random_forest,0.4371616557181221,0.7012421510487529,low,refresh_and_review_engagement,declining_with_demand|page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,1,4479,32,41,5.1,0.71,389,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,good,page_1
15634,content_8a2075d47f79,client_6208ef0f77,52.88773224058857,random_forest,0.5568785015527239,0.440548963367347,low,refresh,declining_with_demand|visible_model_opportunity,1,2465,15,28,34.2,0.61,98,20,3557.0,down,LOW,keyword article,informational,91-180,0-30,3500+,moderate,page_3_5
15635,content_ebc4038b5ab4,client_349c41201b,52.887487364842166,random_forest,0.4185631888192785,0.7417282968253969,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,47805,112,122,5.2,0.23,111,20,2637.0,down,MEDIUM,keyword article,transactional,91-180,0-30,2000-3500,excellent,page_1
15636,content_9bf155413c57,client_3fdba35f04,52.885664019383114,random_forest,0.4951742329746516,0.5748480606505102,low,refresh_and_review_engagement,declining_with_demand|page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,1,5699,32,55,4.1,0.56,284,14,2370.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,good,page_1
15637,content_6c8fe000bda2,client_6208ef0f77,52.8848458184301,random_forest,0.5109158219824499,0.5405446885051022,low,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,1,5979,36,72,24.7,0.6,104,20,3802.0,down,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
15638,content_0b1ce176a9bc,client_19581e27de,52.88423507022726,random_forest,0.4213556877895595,0.7355463507602041,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,35416,80,90,4.1,0.23,119,20,2857.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,excellent,page_1
15639,content_e80f8635bb00,client_f369cb89fc,52.88417838525446,random_forest,0.6536323936674511,0.2297530633730158,low,refresh,general_refresh_review|model_decline_risk,0,43,0,3,11.1,0.0,117,20,2592.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
15640,content_ccbfd2913c5b,client_f369cb89fc,52.8829829012609,random_forest,0.5893114448192475,0.3697772321428571,low,refresh,declining_with_demand,1,470,7,10,11.5,1.49,187,20,2629.0,down,HIGH,keyword article,transactional,181-365,0-30,2000-3500,moderate,striking
15641,content_4179044c6566,client_19581e27de,52.87920742636707,random_forest,0.4057907455810619,0.769283216893424,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,9994,40,84,4.9,0.4,482,22,0.0,down,HIGH,keyword article,transactional,365+,0-30,unknown,good,page_1
15642,content_26f51251d616,client_6208ef0f77,52.877606462405154,random_forest,0.4132729147982171,0.75294070130839,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,14318,49,286,21.6,0.34,216,104,6247.0,stable,LOW,keyword article,informational,181-365,91-180,3500+,good,page_3_5
15643,content_bd56e6b4d707,client_f369cb89fc,52.8756878302418,random_forest,0.653651280115052,0.2294478157959183,low,refresh,general_refresh_review|model_decline_risk,0,42,0,3,9.0,0.0,141,20,2913.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
15644,content_522e85eac029,client_19581e27de,52.87547774829318,random_forest,0.3484881079935073,0.8939459081065759,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,19125,149,156,2.8,0.78,329,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,top_3
15645,content_31477215f87f,client_19581e27de,52.875071635232665,random_forest,0.4297419974810486,0.7169997832199547,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,5279,17,54,5.0,0.32,463,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,good,page_1
15646,content_62032de289e3,client_19581e27de,52.874024996896686,random_forest,0.5343632758260296,0.4891503387188209,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,622,0,13,7.7,0.0,482,22,0.0,down,HIGH,keyword article,transactional,365+,0-30,unknown,moderate,page_1
15647,content_7eb94099059e,client_4e07408562,52.87383570351779,random_forest,0.4239913333963603,0.7294836300221089,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,8927,24,29,12.3,0.27,326,25,2760.0,up,LOW,keyword article,commercial,181-365,0-30,2000-3500,good,striking
15648,content_16110ff3cfc9,client_349c41201b,52.872206648870524,random_forest,0.5952442468163256,0.3565231016077098,low,monitor,general_refresh_review,0,450,5,17,14.4,1.11,124,20,2960.0,stable,LOW,keyword article,commercial,91-180,0-30,2000-3500,moderate,striking
15649,content_bd1030091bbc,client_f74efabef1,52.872072190728005,random_forest,0.6234428761275457,0.2951153113545919,low,refresh,declining_with_demand,1,172,2,5,12.1,1.16,92,20,2633.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
15650,content_cff6fa6c172f,client_f369cb89fc,52.87154429678749,random_forest,0.6371271984586174,0.2653007478662131,low,refresh,declining_with_demand,1,216,0,1,36.1,0.0,187,20,3099.0,down,HIGH,keyword article,transactional,181-365,0-30,2000-3500,low,page_3_5
15651,content_5a16ee863854,client_d029fa3a95,52.86902774936549,random_forest,0.6302924537073981,0.2801053853061224,low,refresh,declining_with_demand,1,107,0,1,4.9,0.0,144,20,2249.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_1
15652,content_c91d34d4c522,client_6208ef0f77,52.868623675141166,random_forest,0.503622184477223,0.5559222331791384,low,refresh,low_engagement_visible_page|visible_model_opportunity|engagement_review_candidate,0,9900,46,77,28.6,0.46,104,20,3761.0,stable,LOW,keyword article,informational,91-180,0-30,3500+,good,page_3_5
15653,content_a2d6e73bc1eb,client_6208ef0f77,52.86844951216217,random_forest,0.4117356911154048,0.7560032137942176,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,109568,106,699,29.6,0.1,211,104,6383.0,up,LOW,keyword article,informational,181-365,91-180,3500+,excellent,page_3_5
15654,content_99d62e0ab071,client_8722616204,52.867104746857976,random_forest,0.6471727590773021,0.2432880463441043,low,monitor,general_refresh_review,1,62,0,9,10.2,0.0,228,20,3127.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,low,striking
15655,content_7810938d6d98,client_6208ef0f77,52.865168518082825,random_forest,0.492226577396374,0.5806291270187075,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,6225,36,88,16.7,0.58,118,20,3253.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,good,striking
15656,content_029b4a49a9b9,client_19581e27de,52.86482923688589,random_forest,0.3648756245666448,0.8579302053571428,low,monitor,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,10725,47,37,3.3,0.44,329,104,0.0,stable,LOW,keyword article,transactional,181-365,91-180,unknown,good,page_1
15657,content_03864ce9fff3,client_19581e27de,52.86408977281574,random_forest,0.4310712076269876,0.7137637562018141,low,monitor,low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,0,29187,89,96,6.3,0.3,98,20,3123.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,good,page_1
15658,content_0193115aa8e6,client_f369cb89fc,52.86362030382018,random_forest,0.6213270971876296,0.2994595832185374,low,monitor,general_refresh_review,0,171,2,15,9.1,1.17,151,20,2660.0,up,HIGH,keyword article,transactional,91-180,0-30,2000-3500,low,page_1
15659,content_3a7ec87e3a66,client_6208ef0f77,52.862637240436484,random_forest,0.4518888365973995,0.6683873778333334,low,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,6426,49,190,30.4,0.76,300,104,6490.0,down,LOW,keyword article,commercial,181-365,91-180,3500+,good,page_3_5
15660,content_a61a4d80996a,client_19581e27de,52.862469447904225,random_forest,0.4543479428015757,0.6630273591836735,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,3707,2,20,10.4,0.05,482,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,good,striking
15661,content_9ce4d5efdd4b,client_d029fa3a95,52.86246939332635,random_forest,0.6428664685831048,0.2525209655255102,low,refresh,declining_with_demand,1,107,0,1,24.6,0.0,130,20,2400.0,down,LOW,comparison article,informational,91-180,0-30,2000-3500,low,page_3_5
15662,content_233fd073179f,client_a88a7902cb,52.860815696332274,random_forest,0.6556463762752675,0.2246407788055555,low,refresh,general_refresh_review|model_decline_risk,1,85,0,3,34.1,0.0,182,20,4196.0,down,LOW,keyword article,informational,181-365,0-30,3500+,low,page_3_5
15663,content_40aeb4b775b2,client_19581e27de,52.85813347747591,random_forest,0.50064243893969,0.5620844186224491,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|visible_model_opportunity|ctr_review_candidate,1,1406,2,9,11.7,0.14,389,22,0.0,down,MEDIUM,keyword article,informational,365+,0-30,unknown,moderate,striking
15664,content_0e503da1ea7f,client_349c41201b,52.85794948011393,random_forest,0.4381735147143079,0.6981071970586734,low,refresh_and_review_ctr,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,20057,52,73,8.6,0.26,111,20,2641.0,down,LOW,keyword article,transactional,91-180,0-30,2000-3500,good,page_1
15665,content_451bba1845d5,client_19581e27de,52.8577373189279,random_forest,0.4426380214164146,0.688378960941043,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|ctr_review_candidate,1,3685,14,25,3.6,0.38,482,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,good,page_1
15666,content_e03c56bdbec9,client_19581e27de,52.85563175244419,random_forest,0.4332189292427516,0.7088238996655328,low,refresh_and_review_ctr,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page|ctr_review_candidate|engagement_review_candidate,1,27472,24,156,8.5,0.09,362,20,2729.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,good,page_1
